学校コード,学校種,都道府県番号,"設置
区分",本分校,学校名,学校所在地,郵便番号,"属性情報
設定年月日","属性情報
廃止年月日","旧学校
調査番号",移行後の学校コード
F145310111565,F1(大学),45(宮崎),3(私),1(本),宮崎産業経営大学,宮崎県宮崎市古城町丸尾１００,8800931,2021-01-20,,2930,
F145310111574,F1(大学),45(宮崎),3(私),1(本),宮崎国際大学,宮崎県宮崎市清武町加納丙１４０５番地　,8891605,2021-01-20,,2931,
F145310111583,F1(大学),45(宮崎),3(私),1(本),九州保健福祉大学,宮崎県延岡市吉野町１７１４番１,8820072,2021-01-20,,2932,
F245310111591,F2(短大),45(宮崎),3(私),1(本),南九州大学短期大学部,宮崎県宮崎市霧島５丁目１番地２,8800032,2021-01-20,,5931,
F245310111608,F2(短大),45(宮崎),3(私),1(本),宮崎学園短期大学,宮崎県宮崎市清武町加納丙１４１５番地,8891605,2021-01-20,,5932,
G145110111610,G1(高専),45(宮崎),1(国),1(本),都城工業高等専門学校,宮崎県都城市吉尾町４７３－１,8858567,2021-01-20,,6712,
F146110111620,F1(大学),46(鹿児島),1(国),1(本),鹿児島大学,鹿児島県鹿児島市郡元１－２１－２４,8900065,2021-01-20,,0396,
F146110111639,F1(大学),46(鹿児島),1(国),1(本),鹿屋体育大学,鹿児島県鹿屋市白水町１,8912311,2021-01-20,,0480,
F146310111644,F1(大学),46(鹿児島),3(私),1(本),鹿児島国際大学,鹿児島県鹿児島市坂之上８丁目３４番１号,8910197,2021-01-20,,2942,
F146310111653,F1(大学),46(鹿児島),3(私),1(本),第一工科大学,鹿児島県霧島市国分中央１－１０－２,8994395,2021-01-20,,2943,
F146310111662,F1(大学),46(鹿児島),3(私),1(本),志學館大学,鹿児島県鹿児島市紫原１－５９－１,8908504,2021-01-20,,2945,
F146310111671,F1(大学),46(鹿児島),3(私),1(本),鹿児島純心大学,鹿児島県薩摩川内市天辰町２３６５番地,8950011,2021-01-20,,2946,
F246210111681,F2(短大),46(鹿児島),2(公),1(本),鹿児島県立短期大学,鹿児島県鹿児島市下伊敷１－５２－１,8900005,2021-01-20,,4620,
F246310111698,F2(短大),46(鹿児島),3(私),1(本),鹿児島純心女子短期大学,鹿児島県鹿児島市唐湊４－２２－１,8908525,2021-01-20,,5943,
F246310111705,F2(短大),46(鹿児島),3(私),1(本),鹿児島女子短期大学,鹿児島県鹿児島市高麗町６－９,8908565,2021-01-20,,5944,
F246310111714,F2(短大),46(鹿児島),3(私),1(本),第一幼児教育短期大学,鹿児島県霧島市国分中央一丁目１０－２,8994395,2021-01-20,,5946,
G146110111726,G1(高専),46(鹿児島),1(国),1(本),鹿児島工業高等専門学校,鹿児島県霧島市隼人町真孝１４６０－１,8995193,2021-01-20,,6716,
F147110111736,F1(大学),47(沖縄),1(国),1(本),琉球大学,沖縄県中頭郡西原町字千原１番地,9030213,2021-01-20,,0400,
F147210111743,F1(大学),47(沖縄),2(公),1(本),名桜大学,沖縄県名護市字為又１２２０－１,9058585,2021-01-20,,1347,
F147210111752,F1(大学),47(沖縄),2(公),1(本),沖縄県立芸術大学,沖縄県那覇市首里当蔵町１－４,9038602,2021-01-20,,1348,
F147210111761,F1(大学),47(沖縄),2(公),1(本),沖縄県立看護大学,沖縄県那覇市与儀１丁目２４番１号,9028513,2021-01-20,,1349,
F147310111778,F1(大学),47(沖縄),3(私),1(本),沖縄科学技術大学院大学,沖縄県国頭郡恩納村字谷茶１９１９番地１,9040495,2021-01-20,,2952,
F147310111787,F1(大学),47(沖縄),3(私),1(本),沖縄国際大学,沖縄県宜野湾市宜野湾２－６－１,9012701,2021-01-20,,2953,
F147310111796,F1(大学),47(沖縄),3(私),1(本),沖縄大学,沖縄県那覇市字国場５５５,9028521,2021-01-20,,2954,
F147310111803,F1(大学),47(沖縄),3(私),1(本),沖縄キリスト教学院大学,沖縄県中頭郡西原町字翁長７７７番地,9030207,2021-01-20,,2956,
F247310111811,F2(短大),47(沖縄),3(私),1(本),沖縄キリスト教短期大学,沖縄県中頭郡西原町字翁長７７７番地,9030207,2021-01-20,,5953,
F247310111820,F2(短大),47(沖縄),3(私),1(本),沖縄女子短期大学,沖縄県島尻郡与那原町東浜１番地,9011304,2021-01-20,,5954,
G147110111832,G1(高専),47(沖縄),1(国),1(本),沖縄工業高等専門学校,沖縄県名護市字辺野古９０５,9052192,2021-01-20,,6732,
